title	reserve_percent	audience	director	producer	actor_and_actress	genre	release_date
일대일나는누구인가	0.0%	16명	김기덕		마동석,김영민,이이경,조동인,테오,안지혜,김중기,조재룡		 facebook.com/KimKiDuk.Films
무명인	0.0%	9명	김성수		니시지마히데토시,김효진	미스터리,스릴러	2014.05.29
아이 킬드 마이 마더	0.1%	1명	자비에돌란		자비에돌란,앤도벌,쉬잔느클레먼트	드라마	2014.06.07(재개봉)
리스본행 야간열차	0.0%	215명	빌어거스트		제레미아이언스,멜라니로랑,잭휴스턴,마르티나게덱	로맨스,멜로,스릴러,미스터리	 twitter.com/musee_ent 
와즈다	0.0%	19명	하이파알만수르		와드모하메드,림압둘라,아드	드라마	 www.facebook.com/wadjda2014
사랑은 소설처럼	0.0%	4명	제시카골드버그		크리스틴리터,브라이언게라그티	로맨스,드라마,멜로	 www.lovenovel.co.kr
은판 위의 여인	0.0%	94명	구로사와기요시		타하르라힘	드라마	2017.11.16
장고 인 멜로디	0.0%	64명	에티엔코마		레다카텝	드라마	2017.11.16
렛 더 선샤인 인	0.0%	342명	클레어드니		줄리엣비노쉬,제라르드빠르디유	로맨스,드라마,코미디,멜로	2018.04.26
백 투 버건디	0.1%	135명	세드릭클라피쉬		아나지라르도,피오마르마이,프랑수와시빌	드라마	2017.11.16
미스테리어스 스킨	0.0%	0명	그렉아라키		조셉고든레빗,브래디코베	드라마	 www.facebook.com/challanfilm/?fref=ts
체 게바라-뉴맨	0.0%	7명	트리스탄바우에르		문성근	다큐멘터리	2017.11.10
뽀로로 극장판 공룡섬 대모험	0.0%	6,193명	김현호,윤제완	김현호,남현	이선,이미자,함수정,홍소영,정미숙,김환진,김서영	애니메이션	2017.12.07
극장판 포켓몬스터 너로 정했다!	0.0%	5,728명	유야마쿠니히코		이선호,오오타니이쿠에,김영선,우정신,오인성,문남숙,엄상현,신용우,유강진	애니메이션,가족,어드벤처	2017.12.21
해피뻐스데이	0.0%	13명	이승원	김상수	서갑숙,김선영,이재인,이주원	코미디,드라마	2017.11.09
소통과 거짓말	0.0%	10명	이승원	김상수	장선,김권후,김선영	드라마	2017.11.09
나의 서른에게	0.0%	248명	팽수혜		주수나,정흔의	드라마	2017.11.23
말괄량이 마녀 로비와 숲 속 친구들	0.0%	61명	크리스티앙릴테니우스			가족,애니메이션	2017.11.09
벤딩 디 아크-세상을 바꾸는 힘	0.0%	556명	키프데이비슨,페드로코스		폴파머,김용,오필리아달	다큐멘터리	2017.11.09
러브, 어게인	0.0%	650명	핼리메이어스샤이어		리즈위더스푼,마이클쉰,피코알렉산더,냇울프,존루드니츠키,캔디스버겐	로맨스,드라마,코미디,멜로	2017.11.16
벤자민 버튼의 시간은 거꾸로 간다	0.0%	767명	데이빗핀처		브래드피트,케이트블란쳇,줄리아오몬드	환타지,드라마	2017.11.16(재개봉)
빅 배드 폭스	0.0%	354명	파트릭암베르,벤자민레너			애니메이션	2017.11.30
래빗 스쿨	0.0%	596명	우테폰뮌쇼폴		황창영,민아,최정현,임채헌,박상훈	가족,애니메이션	2017.11.23
극장판 파워레인저: 애니멀포스 vs 닌자포스 미래에서 온 메세지	0.0%	663명	타케모토노보루			액션	2017.11.09
폭력의 씨앗	0.0%	183명	임태규	박해오	이가섭,정재윤,소이,박성일	드라마	2017.11.02
아기와 나	0.0%	569명	손태겸	이보림	이이경,정연주	드라마	2017.11.23
아름다운 별	0.0%	444명	요시다다이하치		릴리프랭키,카메나시카즈야,하시모토아이,나카지마토모코	,드라마	2018.01.18
홍콩 좀비 히어로	0.0%	0명	노위린		마이클닝,장지총	액션	 www.facebook.com/doki.enter
고스트 스토리	0.0%	1,771명	데이빗로워리		케이시애플렉,루니마라	로맨스,환타지,멜로	2017.12.28
페르디난드	0.0%	5,496명	카를로스살다나		존시나,케이트맥키넌,지나로드리게즈,안소니앤더슨,데이빗테넌트,미구엘앙겔실베스트레,후아네스	애니메이션,코미디,어드벤처	2018.01.03
사랑과 영혼	0.0%	440명	제리주커		패트릭스웨이지,데미무어,우피골드버그	로맨스,멜로	2017.12.27
패터슨	0.1%	7,554명	짐자무쉬		아담드라이버,골쉬프테파라하니	드라마	2017.12.21
위대한 탄생	0.0%	0명	캐서린하드윅		오스카아이삭,케이샤캐슬휴즈	드라마	2017.12.14
아오 오니	0.0%	25명	하마무라토시로		오오사카료타,키타무라에리	애니메이션,호러	2018.01.04
스톡홀름의 마지막 연인	0.0%	439명	페닐라어거스트		스베리르구드나손,카린프라즈콜로프,미카엘니키비스트	멜로	2017.12.21
성기완 북콘서트	0.0%	6명					2017.12.01
땡큐 포 유어 서비스	0.0%	164명	제이슨홀		마일즈텔러,헤일리베넷	드라마,전쟁	2017.12.07
토마스와 친구들: 그레이트 레이스	0.0%	116명	데이비드스토튼		마크모라한,라스무스하디커	애니메이션	2017.11.30
돌아온다	0.0%	151명	허철		김유석,손수현	드라마	2017.12.07
스테이션 7	0.0%	1,978명	클림시펜코		블라드미르보도비첸코브,파벨데레비앙코	액션,드라마	 www.facebook.com/jinjinpictures
킹 오브 프리즘 프라이드 더 히어로	0.1%	10명	히시다마사카즈		남도형,엄상현,이원찬	애니메이션	2017.11.30
킹 오브 프리즘	0.0%	109명	히시다마사카즈		카키하라테츠야,마스다토시키,마에노토모아키	애니메이션,드라마,환타지	2017.11.30
코코	0.0%	70,522명	리언크리치		가엘가르시아베르날,앤서니곤잘레스,벤자민브랫	애니메이션	2018.01.11
엘리스 헤지나	0.0%	161명	휴고프라타		안드레이아오르타	드라마	2017.12.07
행복을찾아서	0.0%	842명	가브리엘무치노		윌스미스,제이든스미스,제임스카렌	드라마	2017.11.29(재개봉)
버킷 리스트: 죽기전에 꼭 하고싶은것들	0.0%	1,674명	롭라이너		잭니콜슨,모건프리먼	코미디,드라마,어드벤처	2017.11.29
미스테리 트레인	0.1%	146명	짐자무쉬		쿠도유키,나가세마사토시	드라마	2017.04.20
대립군	0.0%	17,847명	정윤철		이정재,여진구,김무열	드라마	 대립군.kr/
불한당-나쁜 놈들의 세상	0.0%	26,324명	변성현		설경구,임시완	범죄,액션,드라마	2017.05.17
(아트하우스 클래스)이다혜의 북클럽-서점대상	0.2%	9명					2017.04.10(재개봉)
목소리의 형태	0.2%	8,097명	야마다나오코		이리노미유,하야미사오리	애니메이션	 www.facebook.com/contentsgate
나는 부정한다	0.0%	2,412명	믹잭슨		레이첼와이즈,톰윌킨슨,티모시스폴,앤드류스캇	드라마	2017.04.26
캐리비안의 해적: 죽은 자는 말이 없다	0.0%	69,986명	요아킴뢰닝,에스펜잔드베르크	제리브룩하이머	조니뎁,하비에르바르뎀,브렌튼스웨이츠,카야스코델라리오,올랜도블룸	액션,환타지,어드벤처,코미디	 www.disney.co.kr/movies/poc5/
언노운 걸	0.0%	2,062명	장피에르다르덴,뤽다르덴		아델에넬	드라마	2017.05.03
[Buy Car, My Car] CGV X 마이크임팩트 강연프로젝트 Vol.14	0.0%	4명					2017.04.19
킹 아서: 제왕의 검	0.0%	16,759명	가이리치	브루스버그만,데이빗돕킨,맥스킨	주드로,에이단질렌,에릭바나,찰리허냄,디몬하운수,애나벨월리스,케이티맥그라스,아스트리드베흐	액션,환타지,어드벤처	 king2017.co.kr
에이리언: 커버넌트	0.0%	35,346명	리들리스콧		가이피어스,제임스프랭코,마이클패스벤더,누미라파스,캐서린워터스턴	,스릴러	 alien2017.kr
동시상영(미녀와 야수 (3D자막)클래식애니+(2D자막)실사)	0.1%	0명				애니메이션,멜로,로맨스	2017.04.01
보스 베이비	0.0%	38,905명	톰맥그래스	데니스놀런카쉬노,램지앤나이토	스티브부세미,알렉볼드윈,리사쿠드로,토비맥과이어	가족,애니메이션,코미디	2017.05.03
콜로설	0.0%	1,217명	나초비가론도		앤해서웨이,제이슨서디키스,댄스티븐스	액션,,스릴러	2017.04.20
원스텝	0.0%	11명	전재홍		한재석,산다라박	드라마	 www.facebook.com/onestepmovie
나의 사랑, 그리스	0.0%	2,072명	크리스토퍼파파칼리아티스		시몬스,크리스토퍼파파칼리아티스,안드레아오스바트,마리아카보이아니,니키바칼리	드라마,로맨스,멜로	2017.04.20
보안관	0.0%	42,149명	김형주		조진웅,이성민,김성균	코미디,범죄	2017.05.03
석조저택 살인사건	0.0%	9,920명	김휘,정식		문성근,김주혁,고수,박성웅	스릴러	2017.05.09
극장판 어드벤처 타임-비밀의 아일랜드	0.0%	719명			이명희,이지현,김보영,전진아,곽윤상,양유진,이재범,사문영,서원석,임하진,최낙윤,김연우	애니메이션	2017.04.13
H&M CGV 2013 Summer Fest - Fashion, Film&Fun	0.3%	1명				뮤직,드라마	2013.08.02
렛 미 아웃	0.0%	1명	김창래,소재영		권현상,박희본	드라마,코미디	2013.08.15
스톨른	0.0%	0명	사이먼웨스트		니콜라스케이지,조쉬루카스	범죄,액션,스릴러	 www.facebook.com/StolenKr
프리버즈 : 밍쿠와 찌아의 도시대탈출	0.0%	18명	구스타보지아니니,다니엘드필립포		김서영,김민국,송지아,윤세웅,유지원,최정현,박상훈,윤동기,김경희	애니메이션,어드벤처	 www.freebirds.kr
투 마더스	0.4%	60명	앤폰테인		나오미왓츠,로빈라이트,자비에르사무엘,제임스프레체빌	드라마	 twomothers2013.co.kr
세상의 끝까지 21일	0.0%	50명	로렌스카파리아		키이라나이틀리,스티브카렐	코미디,드라마,로맨스,멜로	2013.08.15
페이퍼보이 : 사형수의 편지	0.0%	7명	리다니엘스		니콜키드먼,잭에프론,존쿠삭,매튜맥커너히	스릴러	2014.11.10(재개봉)
폭스파이어	0.0%	20명	로랑캉테		케이티코시니,레이븐애덤슨,마들렌비손	드라마	2014.02.01(재개봉)
우리는 그곳에 있었다	0.0%	0명	박준기		유학재,조성대,김동관	다큐멘터리	2013.07.18
슈퍼윙스 3D	0.0%	3명	올가로패토		조쉬듀하멜,힐러리더프	애니메이션	 www.superwings3d.co.kr
스파이	0.0%	1,800명	이승준		설경구,문소리,다니엘헤니,고창석,한예리	코미디,액션	 spy2013.interest.me
페인리스	0.0%	1명	후앙카를로스메디나		알렉스브렌데뮬,토마스레마르쿼즈,데릭드린트	드라마,호러	2013.08.08
미스체인지	0.0%	1명	정초신		송삼동,이수정,정은우,신유주	코미디	 www.mischange.com
패션, 위험한 열정	0.0%	10명	브라이언드팔마		레이첼맥아담스,누미라파스	스릴러	2013.08.15
그랑블루 리마스터링 감독판	0.1%	141명	뤽베송		장르노,장마크바,로잔나아퀘트	드라마	2013.07.25
베이트	0.0%	7명	킴블렌달		자비에르사무엘,샤니빈슨	호러,	 bait2013.com
관상	0.0%	4,591명	한재림		송강호,이정재,백윤식,조정석,이종석,김혜수	드라마,	 www.face-reader.co.kr 
VAMPS Live 2013	0.0%	0명				뮤직	2013.07.07
Perfume WORLD TOUR 2nd at London 	0.0%	0명				뮤직	2013.07.06
숏!숏!숏! 2013 : 소설, 영화와 만나다	0.0%	0명	이진우,이상우,박진성,박진석		김서형,최원영,한주완,조윤희,최덕문,박혁권,신동미	드라마	2013.07.18(재개봉)
노스 컨츄리	0.0%	0명	니키카로		샤를리즈테론,엘피터슨,토마스커티스,프랜시스맥도먼드,숀빈	드라마	 northcountry.co.kr
드리머	0.0%	3명	존가틴스		커트러셀,다코타패닝,크리스크리스토퍼슨,엘리자베스슈,데이빗모스	드라마,가족	 www.dreamer2006.co.kr/
역도산	0.0%	21명	송해성		설경구,후지타츠야,나카타니미키,하기와라마사토,후나키마사카츠	액션,드라마,로맨스	 www.rikidozan.co.kr
천군	0.0%	14명	민준기		박중훈,김승우,황정민,공효진,김승철	액션,,시대극	 www.chungoon.co.kr
용서받지 못한 자	0.0%	2명	윤종빈		서장원,하정우,윤종빈,이동준	드라마	 www.unforgiven.co.kr
중천	0.0%	40명	조동오		정우성,김태희,허준호,소이현,박상욱	액션,환타지,로맨스	 www.joongchun.com/
에이리언 Vs. 프레데터	0.0%	5명	폴앤더슨		세이나라단,라울보바,이원브렘너,콜린새먼,랜스헨릭슨	액션,호러,,스릴러	 www.avp-movie.com
신석기 블루스	0.0%	4명	김도혁		이성재,김현주,이종혁,김창완,신이	코미디,드라마	 www.shinsukki.com
데자뷰	0.0%	20명	토니스코트		짐카비젤,덴젤워싱턴	액션	 www.dejavumovie.co.kr
바리바리 짱	0.0%	0명	남기남		허동환,조수원,김시덕,이수근,김병만	코미디,드라마,아동,가족	 www.zzang2005.co.kr
오션스 트웰브	0.0%	16명	스티븐소더버그		조지클루니,브래드피트,줄리아로버츠,앤디가르시아,매트데이먼	액션,드라마	 oceans12.warnerbros.com
투 브라더스	0.0%	3명	장자크아노		가이피어스,장클로드드레이퍼스,프레디하이모어,모우사마스크리	어드벤처,드라마	 www.2brothers.co.kr
화이트 칙스	0.0%	1명	키넌아이보리웨이언스		숀웨이언스,말론웨이언스,제이미킹,프랭키페이슨,테리크루즈	코미디,범죄	 www.whitechicks.co.kr
폴라 익스프레스(더빙)(IMAX DMR 3D)	0.0%	5명	로버트저메키스		탐행크스,조쉬허처슨,노나게이,마이클제터,에디디즌	가족,환타지,애니메이션	 www.polarexpress.co.kr
실비아	0.0%	0명	크리스틴제프스		귀네스팰트로,다니엘크레이그,제어드해리스,블리드대너,마이클갬본	드라마	 www.sylviamovie.co.kr
여자, 정혜	0.0%	0명	이윤기		김지수,황정민,김혜옥,이대연,김미성	드라마	 www.jeonghae.com
치킨 리틀	0.0%	8명	마크딘달		브래드에이브렐,자흐브래프,조안쿠색,케이티핀네란,돈노츠	액션,어드벤처,애니메이션	 www.chickenlittle2006.co.kr
해피 피트	0.0%	14명	조지밀러		휴잭맨,니콜키드먼,브리트니머피,로빈윌리암스,일라이저우드	액션,어드벤처,애니메이션	 www.happyfeetmovie.co.kr/
윔블던	0.0%	0명	리차드론클레인		폴베타니,키어스틴던스트,엘리노어브론,존파브로,버나드힐	코미디,로맨스	 www.wimbledon.co.kr
맥 덜	0.0%	0명	토유엔		황추생	애니메이션	 www.mcdull.co.kr
소와 함께 여행하는 법	0.0%	2명	임순례		공효진,김영필	드라마	2010.11.03
하비의 마지막 로맨스	0.0%	1명	조엘홉킨스		더스틴호프만,엠마톰슨	로맨스,드라마,멜로	 blog.naver.com/harvey_2010
렛미인	0.0%	34명	매트리브스		크로모레츠,코디스밋맥피,리차드젠킨스	호러,로맨스	 www.letmein2010.co.kr
국제대학생평화영화제(ICPFF2010)	0.0%	0명				단편	2010.10.27
대지진	0.0%	8명	펑샤오강		서범,장국강,장정초,왕자문,진도명,진근,이신,육의	드라마	 blog.naver.com/aftershock10
소셜 네트워크	0.0%	82명	데이빗핀처		제시아이젠버그,앤드류가필드,저스틴팀버레이크	드라마	2010.11.18
어쿠스틱	0.0%	5명	유상헌		신세경,임슬옹,이종현,강민혁,백진희	드라마	2010.10.28
돌이킬 수 없는	0.2%	17명	박수영		이정진,김태우	미스터리,드라마	 www.nodoubt2010.co.kr
파라노말 액티비티 2	0.0%	55명	토드윌리암스		케이티피더스턴,미카슬로앳	호러	 www.paranormalactivity2.co.kr 
이파네마 소년	0.0%	2명	김기훈		이수혁,김민지	환타지,드라마	 blog.naver.com/ipanema_boy
월 스트리트: 머니 네버 슬립스	0.0%	35명	올리버스톤		마이클더글라스,샤이아라보프,캐리멀리건	스릴러	 www.foxkorea.co.kr/wallstreet
레드	0.0%	69명	로베르트슈벤트케		브루스윌리스,모건프리먼,존말코비치,헬렌미렌,메리루이스파커,칼어번	액션	 www.redthemovie.co.kr
참을 수 없는.	0.1%	8명	권칠인		추자현,정찬,한수연,김흥수	로맨스,드라마,멜로	 www.secretromance2010.co.kr
(디지털)라이브인3D-휘성 잇츠 리얼	0.0%	1명	정성복		휘성	다큐멘터리	2010.09.30
페스티발	0.8%	29명	이해영		신하균,엄지원,심혜진,성동일,류승범,백진희,오달수	코미디	 www.festival2010.co.kr
가디언의 전설	0.0%	45명	잭스나이더		휴고위빙,짐스터게스,샘닐,제프리러쉬,헬렌미렌	환타지,애니메이션	 twitter.com/legend_3D
조금만 더 가까이	0.0%	5명	김종관		윤계상,정유미,요조,윤희석	드라마,멜로	2010.10.28
부당거래	0.0%	632명	류승완		황정민,류승범,유해진	범죄,드라마	 www.baddeal2010.co.kr
나탈리	0.0%	7명	주경중		이성재,김지훈,박현진	로맨스,멜로	 natalie.co.kr
바흐 이전의 침묵	0.0%	1명	페레포르타베야		알렉스브렌데뮬	뮤지컬,드라마	 jiff.tistory.com
[CGV X 사이다경제]나는 집을 살 수 있을까	0.1%	8명					2019.05.16
로지	0.0%	236명	패디브레스내치		사라그린,모던포드	드라마	2019.05.16
논-픽션	0.0%	911명	올리비에아사야스		줄리엣비노쉬,기욤까네,빈센트맥케인	드라마	2019.05.16
기생충	0.0%	125,482명	봉준호	장영환	송강호,이선균,조여정,최우식,박소담,장혜진	드라마	2019.05.30
이다혜의 북클럽(번외편)-교토의 밤 산책자	0.0%	11명					2019.04.22
베카신!	0.0%	300명	브뤼노포달리데		에밀린바야르트	가족,어드벤처,코미디	2019.04.25
해피엔드	0.0%	779명	미카엘하네케		이자벨위페르,장루이트린티냥,마티유카소비츠,팡틴아흐뒤엥	드라마	2019.06.20
스트롱거	0.0%	728명	데이빗고든그린		제이크질렌할,타티아나마슬라니,클랜시브라운	드라마	2019.06.27
세상을 바꾼 변호인	0.0%	5,449명	미미레더		펠리시티존스,아미해머,저스틴서룩스,캐시베이츠,샘워터스톤	드라마	2019.06.13
누구나 아는 비밀	0.0%	1,956명	아쉬가르파라디		페넬로페크루즈,하비에르바르뎀	드라마	2019.08.01
갤버스턴	0.0%	879명	멜라니로랑		벤포스터,엘르패닝	범죄,드라마	2019.07.04
롱 샷	0.0%	7,732명	조나단레빈		샤를리즈테론,세스로건	코미디	2019.07.24
파업전야	0.0%	53명	장동홍,이재구,장윤현		홍석연,엄경환,강능원,고동업,박종철,신종태,왕태언,임영구,조현모,최경희,최일순,황병도,황진	드라마	2019.05.01
몬스터 랜드	0.0%	135명	아르튀르드팽,알렉시스두코드		이창민,고구인,박성영,서반석,이다은	애니메이션	2019.05.16
스탈린이 죽었다!	0.0%	802명	아만도이아누치		스티브부세미,사이몬러셀빌,제프리탬버,마이클폴린	드라마,코미디	2019.04.18
사자	0.0%	29,274명	김주환	박아형	박서준,안성기,우도환	호러,미스터리,액션,환타지	2019.07.31
라플라스의 마녀	0.0%	715명	미이케다카시		사쿠라이쇼,히로세스즈,후쿠시소타	미스터리,스릴러	2019.05.09
안도 타다오	0.0%	1,539명	미즈노시게노리		안도타다오	다큐멘터리	2019.04.25
걸캅스	0.0%	38,265명	정다원	안성현	라미란,이성경,윤상현,최수영	액션,코미디	2019.05.09
판의 미로-오필리아와 세 개의 열쇠	0.0%	3,897명	기예르모델토로		이바나바쿠에로,더그존스	환타지,스릴러	2019.05.02(재개봉)
완득이 	0.0%	921명	이한		김윤석,유아인,김상호,박효주	드라마	 www.wde2011.co.kr
아마데우스	0.0%	2명	밀러스포먼		머레이에이브라함,톰헐스,엘리자베스베리지	드라마	2011.10.27
더 도어	0.1%	5명	안노사울		매드미켈슨	미스터리,스릴러	 http://www.thedoor2010.kr/
언피니시드	0.1%	6명	존매든		헬렌미렌,샘워싱턴,제시카차스틴	액션,스릴러	2011.10.06
스톤	0.0%	0명	존커랜		로버트드니로,에드워드노튼,밀라요보비치	드라마,스릴러	2011.10.06
카운트다운	0.0%	78명	허종호		정재영,전도연	액션,드라마	 www.countdown2011.co.kr 
2011 중국영화제	0.0%	0명				로맨스,액션,드라마	 blog.naver.com/2011chinaff
[김기덕 특별展] <아리랑> 프리미어	0.2%	0명	김기덕			다큐멘터리	2011.09.08
평범한 날들	0.0%	0명	이난		송새벽,한예리,이주승	드라마	 www.inanfilm.com 
쓰리	0.0%	2명	톰티크베어		소피로이스,세바스티안쉬퍼,데비드스트리에소브	드라마	2013.03.12(재개봉)
비우티풀	0.0%	7명	알레한드로곤잘레스이냐리투		하비에르바르뎀,마리셀알바레스,에두아르드페르난데즈,디아리아투다프	드라마	 www.2011biutiful.co.kr
리얼 스틸	0.0%	723명	숀레비		휴잭맨,에반젤린릴리	액션,,드라마	 realsteel.kr 
의뢰인	0.1%	376명	손영성		하정우,박희순,장혁	스릴러	 www.client2011.co.kr
투혼	0.0%	18명	김상진		김주혁,김선아	드라마	 toohon2011.kr
[홍상수특별展] <북촌방향> 프리미어	0.2%	0명	홍상수			드라마	2011.09.01
컨테이젼	0.0%	26명	스티븐소더버그		맷데이먼,기네스펠트로,주드로,케이트윈슬렛,마리옹꼬띠아르,로렌스피시번	미스터리,스릴러	2011.09.22
코쿠리코 언덕에서	0.0%	49명	미야자키고로		나가사와마사미,오카다준이치	로맨스,애니메이션	 www.kokuriko.co.kr
소중한 사람	0.0%	1명	마츠이히사코		하라다미에코,요시유키가즈코,도미즈마사	드라마	2011.09.21
파이널 데스티네이션 5	0.2%	42명	스티븐쿼일		니콜라스다고스토,데이비드코에너,엠마벨	호러,액션	 www.fd5.co.kr 
도가니	0.0%	670명	황동혁		공유,정유미	드라마	 www.dogani2011.co.kr
장화신은 고양이	0.0%	391명	크리스밀러		안토니오반데라스,셀마헤이엑,자흐갈리피아나키스	애니메이션	 www.puss2012.co.kr
코알라 키드 : 영웅의 탄생	0.0%	9명	이경호		태민샤이니,써니소녀시대,윤다훈	애니메이션,가족	 www.koalakid2012.co.kr
성월동화	0.0%	0명	이인항		장국영,토키와다카코	드라마,스릴러	1999.08.28
서편제	0.0%	8명	임권택		김명곤,오정해,김규철	시대극,시대극,뮤직	1993.04.10
사운드 오브 뮤직	0.0%	1,176명	로버트와이즈		줄리앤드류스,크리스토퍼플러머,엘레노어파커,리차드헤이든	드라마,뮤지컬	2017.02.02(재개봉)
빌리 엘리어트	0.0%	4,026명	스티븐달드리		제이미벨,제이미드레이븐	드라마,가족	2017.01.18(재개봉)
비트	0.1%	19명	김성수		정우성,고소영,유오성	액션,로맨스,범죄	1997.05.03
비포 선라이즈	0.1%	564명	리차드링클래이터		줄리델피,에단호크	드라마	2016.04.07(재개봉)
블레어 윗치	0.0%	0명	에두아르도산체스,다니엘마이릭		헤더도나휴,마이클윌리암스,조슈아레오나드	호러,스릴러,미스터리	1999.10.30
불의 딸	0.0%	18명	임권택		박근형,방희,김희라	드라마	1983.11.05
벨벳 골드마인	0.0%	201명	토드헤인즈		이완맥그리거,조나단리스마이어스,토니콜렛	드라마,뮤지컬	2014.06.19
베티 블루 37.2 	0.1%	82명				드라마,멜로	1988.04.02
반칙왕	0.0%	13명	김지운		송강호,장진영	드라마,코미디,	2016.08.25(재개봉)
바람불어 좋은 날	0.0%	12명	이장호		이영호,안성기,김성찬	드라마,	2016.10.27(재개봉)
미녀와 야수	0.0%	375명	게리트러스데일,커크와이즈		데이빗오그던스타이어스,렉스에버하트,로비벤슨	가족,드라마,애니메이션,멜로	 www.beauty-beast3d.co.kr
매트릭스	0.1%	3,928명	릴리워쇼스키,라나워쇼스키		키아누리브스,로렌스피시번,캐리앤모스,휴고위빙	액션,	2019.09.25(재개봉)
만다라	0.0%	3명	임권택		전무송,안성기,방희	드라마,	1981.09.12
마지막 황제	0.0%	68명				드라마	2016.01.25(재개봉)
두만강아 잘 있거라	0.0%	7명	임권택			멜로,로맨스,액션	2016.10.27(재개봉)
동방불패	0.0%	16명	정소동,당계례		임청하,이연걸	시대극,시대극,액션,무협,환타지	2015.11.19(재개봉)
워크 투 리멤버	0.0%	0명	애덤쉥크만		쉐인웨스트,맨디무어	드라마	2018.11.29
새벽의 약속	0.0%	256명	에릭바르비에		샤를로트갱스부르,피에르니네이	드라마	2018.11.22
마담 B	0.0%	77명	윤재호			다큐멘터리	2018.11.15
어른이 되면	0.0%	101명	장혜영			다큐멘터리	2018.12.13
미스터 앤 미스터 대디	0.0%	0명	앤드류플레밍		폴러드,스티브쿠건,잭고어	드라마,코미디	2018.11.22
토마스와 친구들-우정의 대모험	0.0%	77명	데이비드스토튼		마크모라한,존하슬러	애니메이션,어드벤처	2018.12.13
번개맨의 비밀	0.0%	466명	강유선		서홍석,김혜원,유수호,최오식,이상철,김수미	뮤지컬	2018.12.06
PMC-더 벙커	0.0%	38,761명	김병우	최원기	하정우,이선균	액션	2018.12.26
베일리 어게인	0.0%	0명	라세할스트롬		조시게드,데니스퀘이드	드라마,어드벤처,코미디	2018.11.22
내안의그놈	0.0%	34,662명	강효진	김봉준	진영,박성웅,라미란	환타지,코미디	2019.01.09
화씨 119-트럼프의 시대	0.0%	323명	마이클무어		도날드트럼프,마이클무어,힐러리로담클린턴,이반카트럼프,도날드트럼프주니어	다큐멘터리	2018.11.22
인 디 아일	0.0%	1,779명	토머스스터버		프란츠로고스키,산드라휠러,피터쿠스	드라마	2018.11.22
패밀리 이즈 패밀리	0.0%	93명	대니분		대니분	코미디,가족	2018.11.15
파리 에듀케이션	0.0%	130명	장폴시베락		앙드라닉마네,코렌틴필라	드라마	2019.07.25
다이빙-그녀에 빠지다	0.1%	160명	멜라니로랑		질를르슈,마리아발베르드	로맨스,드라마,멜로	2018.11.29
원 네이션	0.0%	684명	피에르쉘러		가스파르울리엘,루이스가렐,아델하에넬,로랑라피트	드라마	2019.03.21
트리트 미 라이크 파이어	0.0%	771명	마리몽쥬		타하르라힘,스테이시마틴	드라마	2019.06.27
논픽션	0.1%	180명	올리비에아사야스		기욤까네,줄리엣비노쉬	드라마	2018.11.15
파리의 딜릴리	0.0%	1,596명	미셸오슬로		프루넬샤를암브롱,엔조라티토	애니메이션	2019.05.29
영주	0.0%	3,197명	차성덕	권보람	김향기,김호정,유재명,탕준상	드라마	2018.11.22
극장판 헌터X헌터:더 라스트 미션	0.0%	3명	카와구치케이이치로		한메구미,이세마리야,후지와라케이지,사와시로미유키	애니메이션,액션,어드벤처,환타지	 blog.naver.com/earlybirdpic
극장판 루팡 3세 VS 명탐정 코난	0.0%	174명	카메가키하지메			애니메이션	 conan-movie.co.kr
끝까지 간다	0.0%	3,849명	김성훈		이선균,조진웅	범죄,액션	 끝장리뷰.com
도희야	0.0%	195명	정주리		배두나,김새론,송새벽	드라마	2014.05.22
피부색깔=꿀색	0.0%	5명	융헤닌,로랑브왈로		융헤닌	애니메이션,다큐멘터리,가족	2014.05.08
라스트베가스	0.0%	215명	존터틀타웁		마이클더글라스,로버트드니로,모건프리먼,케빈클라인	코미디	 www.lastvegas.co.kr
하이힐 전쟁 	0.1%	2명	함쩐		카티응엔,돈응우엔,피티마직응우엔	드라마,코미디	2014.04.16
스캔들	0.1%	2명	빅터부		제이비마이테혭,쿠엉옥,번짱	미스터리,스릴러	2014.04.16
하얀 아오자이 	0.1%	1명	르우후인		트룽응옥안,응우옌꾸옥카인	드라마	2014.04.16
표류	0.1%	0명	츄옌부이탁		조니찌응우엔,린댄팜,도티하이옌	드라마	2014.04.16
블러드 레터 	0.1%	2명	빅터부		후잉동,미주	액션,,드라마	2014.04.16
워킹걸	0.0%	263명	정범식		조여정,클라라,김태우,김보연,라미란,배성우	드라마	 www.facebook.com/workinggirl2015
몬스터 왕국	0.0%	13명	에스벤토프트야콥슨		김준호	애니메이션	 www.facebook.com/smilenter.kr
신촌좀비만화	0.0%	14명	류승완,한지승,김태용		이다윗,박정민,손수현,박기웅,남규리,김수안,박미현	드라마	 www.facebook.com/madsadbad3d
10분	0.0%	8명	이용승		백종환,김종구,정희태,이시원,장리우,정승길	드라마	2014.04.24
루시	0.1%	3,559명	뤽베송		스칼렛요한슨,모건프리먼,애널리팁튼,최민식	액션	 lucy2014.kr
고질라	0.0%	871명	가렛에드워즈		애런존슨,브라이언크랜스톤,엘리자베스올슨,줄리엣비노쉬,와타나베켄	액션,,스릴러	 www.godzilla.co.kr
더 바디	0.0%	103명	오리올파울로		벨렌루에다,오라가리도,호세코로나도,휴고실바	스릴러	2014.05.22
